"title","text","rating","travelDate"
"Jewel of Dubia","From the chauffeur drive pick up from the airport to the personal greeting and check-in on arrival, it is a world apart, luxury at its best. Visually stunning both inside and out, you will find it difficult to do any sight seeing besides the hotel itself. Take the time to visit the spa and the indoor pool up high with great views whilst you swim. The more energetic can enjoy a game of squash to work up an appetite in the incredible restaurants. The suites which are all two story with a sweeping staircase are very well appointed all with butler service and no request is a problem for the staff. This iconic hotel is in a class of its own and should be on everyone's to do list.","5","2012-10"
"Astonishing","In a standard room of 170m2 life is really wonderful. But more than that I enzoyed the private zacuzzi which was prepared for me exactly at the time I wished! Music, flowers, everything. Excellent service, amazing view. A little overdecorated and far away from European standards of elegant hotels, it was an interesting experience.The under water restaurant which is not really under water but only surrounded of aquariums was not ideal for me! The bar on the top floor had excellent view but a little oldish atmosphere.","5","2012-10"
"LUXURY at its best","A Perfect Masterpiece.. I would really love to spend my whole holidays in this Hotel.. Welcoming, rooms, service, restaurants etc etc are of TOP QUALITY.. Really Love this Hotel... Hats Off to Sheikh and interior designer for creating this Fantabulous Hotel","5","2012-12"
"You Get What You Pay For","Unbelievable views, uniquely, and lavishly decorated.  The colors, patterns, and textures are complements to the stunning architecture.  Excellent meals, service and an exotic location. Bring a bathing suit and sightseeing shoes!","5","2012-10"
"More than 7 star experience","I stayed here for one night in a stardard suite. It was the most amazing experience of my life.
At checkin you are given hand towels and dates to nibble on. They then show you around the hotel and escort you to your suite while you check in inside your suite.

The rooms were the biggest standard rooms I have ever seen- 2 storeys with breathtaking views. It was like a large townhouse. There was a MAC computer, everything was remote controlled and we had 2 butlers at our service 24 hrs.

Our guest services agent/ butler was Kieran- we was very very helpful and professional. Kieran helped us book an amazing tour of the dessert. He was patient and very accomodating! thank you for your outstanding service Kieran!!

We were also delighted with free 4pm checkout because we had a midnight flight.

There was one short fall- we did not like the fact that the hotel was manned. The gate was not very welcoming and it was inferior as if you are locked out or in of an institution. Instead of putting a security guard to man the gate perhaps they could put someone in a suit with guest services experience.

Apart from that I will be back soon","5","2013-06"
"Simply Amazing","Having just returned from our 2 night stay at this amazing hotel i have nothing but praise for this quality and amazing hotel. From the minute we arrived we were treated like royalty and the hotel itself is breath taking from the lobby to the rooms and the staff could not do enough for you.
I can go on and on but but i wont.......lol....thankyou very much Burj Al Arab missing you already","5","2013-08"
"Treated like a VIP.","From the time you arrive at the security check point and they call ahead to reception your journey begins.  You are greeted by you personal assistant for the time that you are here. We stayed in the panoramic suite. And omg. The room was in believable . You get a butler on call 24/7. The prices are a bit steep but that is what you get at a 7 star hotel. The bed are soft and comfortable. The bathrooms full of colourful tiles and gold fittings. (I am glad I don't have to clean the bathroom it would take forever lol) 
Know I now what it must be like to be a rockstar/royalty or celebrity that is the way the staff treat you. 
Overall cant rate this hotel highly enough.","5","2013-08"
"Impressive","Stayed here in May 2013 for three days on a return transit from Europe  with a friend/work colleague. 

Certainly for WOW factor this would be hard to beat. The service was extremely personal to the point of being annoying at the end in some parts! The rooms are quite incredible to see, we had a two bedroom suite that was in effect a two level apartment with dining room, sitting room etc- incredible but gaudy, I suppose that's the Arabic taste though. 

Not dissimilar to other premier hotels where a certain level of dress is expected I suppose but walking down from room in board shorts and a t-shirt and runners to go to the beach attracted quite a few looks of horror and was a little disconcerting to be honest.. How else do you dress to go to the beach?  

The spa is incredible and definitely worth visiting for a massage/treatment.

All in all it was an experience and one I would like to do one more time with my partner instead of a mate next time as it definitely is amazing but at $2K AUD or round about per night (for the two bed suite) it would want to be fairly impressive too.","4","2013-05"
"An experience worth doing!!!","We booked for two nights at the end of our honeymoon and the hotel is amazing - the wow factor is definitely had when you walk in and find out you have a suite room with TWO floors, panoramic windows, a Jacuzzi in the bathroom and his and hers toiletries! The restaurants are pretentious with very small portions, but if you like that sort of thing, you wouldn't be disappointed. The only real disappointment was breakfast - for a seven star hotel you would expect something a little bit special, and to be honest, it was no different than any other hotel - buffet self service with everything going cold and very little staff. 
Definitely worth a visit - the beaches, the hotel, the pool, the service - everything is spot on and makes you feel like a celeb!!","4","2013-05"
"Heaven","Best hotel I have ever stayed in FABULOUS. Went for my birthday and we had the time of our lives. I'm saving already to go again. I must say the hotel is out of this world we had our own butler and he did everything to make sure we enjoyed our selfs, couldn't find any fault","5","2012-10"
"Stunning .","This is a beautiful hotel , restaurants and If unable to go in ...can be very pricey and long booking list . It is a must to just go and view a splendid sight .","5",
"Dining at the Burj Al Arab","Reservations are compulsary to get past the landward entrance. The decor bothinside and out is iconic. The 'brunches' are the cheapest/best vaue option but still very expensive. However if in Dubai it is a must","5",
"Not seven stars but 10 stars!","This is truly the best hotel in the world. We were a little apprehensive about staying here but it was a wonderful experience. The hotel itself is gorgeous and classy and not tacky as we expected. The Rolls Royce transfer was special especially for the kids. The Burj al Arab experience is special due to the impeccable personal service it provides throughout the hotel. The personal butler service is fantastic who organise your whole holiday and make everything really easy and are a good source of information. On the Sixteenth floor Sam our daytime butler was superb and we can't thank him enough. The private dining facility is faultless and good value compare to other 5 star hotels. The pool on the 18th floor is beautiful with spectacular views. The views throughout the hotel were amazing. The buggy service to get you around the souk and private beach was excellent. All in all a stay at the Burj was worth every single penny and in fact I would say it is very good value. I will be visiting again.","5","2013-08"
"Fabulous","Is a beautiful hotel to spend some time in ! The decor is gorgeous and the rooms were tastefully decorated. The buffet is one of the best ones around!  The staff was friendly, efficient, and professional.","5",
"Excellent","I spent 3 nights here whilst on my Honeymoon in june 2013. By far the best hotel i have stayed in. The staff go out their way to treat you 7 star and make your stay special, and no request is too much. Our personal butler was very helpful and courtious at all times. Yes its very expensive to stay, however its worth the money. It is a stay definatley worth experiencing. ","5","2013-06"
"Wow!","This place is for sure worth  its 7stars rank. We were picked up at the airport by them, waiting for luggage in comfortable lounge, then assisted to passport control. Once passing the border another team took us over and led to the parking where white RR was waiting. In the hotel everything and everyone is 100% consumer oriented, polite, helpful, quick, discret...everything one could expect from such place. Swimming pool at the top floor and the one at the bottom are masterpieces - must try - each time you come back from swimming they offer sunglasses cleaning for your comfort!:-), go and try also their beach - 3 minutes from hotel, transportation at demand not waiting even 5 minutes. Variety and quality of food is excellent. We had really a great time there. Perfect for special anniversary!
Ps.the only thing they lag behind is wifi coverage but...who would badder browsing in such a place:-)","5","2013-08"
"Extraordinary place, amazing service","This hotel really is quite out of this world. Stunning décor and service at a level that I have never before experienced. Nothing was too much trouble for the staff, they even provided a cake and flowers upon hearing of my birthday! Everything, down to the last detail was perfect. Put it on your bucket list, there is not another hotel like it","5","2013-08"
"birthday stay at the burj al arab","We booked the burj for 3 nights  as part of a 6 night stay in dubai for my birthday.one of my main concerns before arriving was the dress code within the hotel.- on arrival on being escorted to the room, we were passed by 4 young men dressed in shorts flip flops etc so I think that answered my concerns
The room was amazing over 2 floors. We had been put on the 22nd floor and were looked after fantasticaly well by butlers heidi and anup.nothing was too much trouble for them.on the evening of my birthday a cake was delivered to the room and the butlers all came in to sing happy birthday-one even playing a guitar! 
The thing that struck me especially was the staff.all seemed to want to go the extra mile-they all seem to know your name.
Only disapointment was the breakfast- we have  stayed in most of the hotels in dubai and most of them offered a better breakfast choice than the burj -we tried both options in junsui and babs al yam and neither really offered the choice I would expect from ahotel of this standard
Apart from that if you get the chance to go just do it!
Well done and thank you burj al arab!
Tiny","5","2013-08"
"Chance of a lifetime","Stayed 5 nights here , absolutely worth it's 7 star rating. The private beach and the staff were wonderful. Especially liked the pressie' s on the bed  every night. Felt a million dollars all the time I was there .","5","2012-10"
"Stunning!","I thought that this hotel was out of this world!!! It was my brothers birthday so we had our own private tour of the hotel witch was amazing. The food was exquisite and the accommodation was heavenly. Real top notch. :)","5","2012-09"
"one in a million","from the moment you arrive to the moment you leave this hotel will just astound you, it is everything you want in a hotel and more, no wonder this is the only 7star hotel in the world. 
The views, the attention to detail, your personal butler, the food, the list just goes on and on.
until something else comes along to beat the Burj, this is the only place to go!!!!!!","5","2013-07"
"Skip the inside, but hang out at the beach to get magnificent views of the hotel","From the outside this hotel is a sight to see and architecturally a phenomenon both in terms of engineering and aesthetics.  It's visible quite afar and the best views are from the beach. I was quite impressed by this structure and as tourist attraction visiting is a must for Dubai.  Unfortunately, this was the apex of my experience at the Burj Al Arab.

As soon as you drive up to the hotels things change.  The Alladinesque and cartoonish uniforms the porters and staff wear give you a clue of what you'll find inside. My initial impressions of the lobby and entrance hall can only be described as garish and over the top.  Other parts of the hotel can be described as tacky, gaudy, and generally in bad taste.  Also, the lobby seemed to be stuffed with Chinese tourists taking pictures with the cheesy dancing fountain.  This hotel is trying too hard and overshoots in terms of trying to be luxurious and plush.  In the end you feel like you're in a Disneyland attraction, rather than a supposed seven star hotel.

The Burj Al Arab is a bit of a paradox - from the outside it's elegant and an attraction in itself.  Inside, it is an exemplar of bad taste and unadulterated tackiness.

There are numerous other hotels in Dubai that are much more elegant: Grosvernor House, Kempinski and Fairmont to name a few.","3","2013-08"
"Dubai Staycation","As Dubai residents we have a great range of hotels. Having visited the Burj Al Arab on several occassions for dinner & drinks, we opted for a weekend stay. The Suite & Butler service was superb. The staff are excellent and made the stay so enjoyable.","5","2013-08"
"Honeymoon Heaven....","Amazing out of this world place. A must before you take your last breath on this earth!
Had our own butler Nagesh. Lovely man who would do anything for us.
The spa is stunning. So quiet we were the only 2 in there at one point of our stay. The restaurant at the top is fabulous too. 7 courses, intricate cuisine & long island ice tea's... WOW.....
Breakfast in incredible too. Never before have i had or seen mini fillet steaks for breakfast.","5","2013-03"
"Amazing","We have just returned from a our stay at the Burj, I last stayed 12 years ago when I lived in Dubai and it has got even better! From the moment you arrive the service is  very personal and you feel like a VIP your whole stay, you check-in in your suite, (all suites in the the burj are duplex) we had wine,fruit, Arabian sweets in our room and all were replenished during our stay. The bathrooms are huge with jacuzzi bath full size his and hers Hermes toiletries. It seemed each time we left the room someone went in and tidied around replenished things - this was during Eid and the hotel was busy at this time. We had breakfast in Bab al Yam (near the pool) which offered everything cereal, fruit, cooked etc, so we were very pleased with what was on offer.  The pool is just the perfect temperature, and the service around the pool was excellent your own coolbox with ice cold towels was always being replenished.  My only point is that the hotel is so amazing inside I've always felt that the outside is just a bit ordinary visually but service is the best.  I've eaten in a few of the restaurants previously and they were good but the standard of dining at any hotel in Dubai is very high, Jumeirah beach do a very good buffet and you can get a buggy from the burj across to the Jumeirah beach hotel. The spa is lovely very quiet when I used it pool overlooks Dubai,  The bar on the (23rd floor I think) is worth a visit a unique experience in Dubai and a great view of the shoreline both day and night.  Like many others have said from the moment you arrive it makes for a fabulous stay, the perfect place for a special celebration and memories that will last forever. Although 7star it has a lovely relaxed feel not stuffy in any way, children are made very welcome too. It is a very expensive place to stay but we thought it was worth every penny for the level of attention, service, the standard of the rooms and I could go on and on.   The location is perfect as anywhere around jumeirah is, dubai has grown hugely in the last 10years and everything is in this area now, shopping malls, hotels, marina, the palm so its a great place to be. We will return again and hopefully soon!!!","5","2013-08"
"Awe-inspiring","It was my wife's birthday in Dec 2012, and I thought of treating her in a special way. Burj made this happen seamlessly while I was at work. From a spotless S-500, to a luxuriant 5 hours at spa, taking care of all possible details, to a splendid dinner at Al-Muntaha, followed by a special birthday cake, it was just too good to be true. I'm glad that I selected Burj to tell my wife how special she is for me.","5","2012-12"
"Fabulous again","This was our second stay at the Burj al Arab. On this occasion, it happened to be our daughter's 11th birthday on the day we arrived. The staff at the Burj were fantastic...they serenaded her, presented her with a cake, bouquet of flowers and birthday gift, and all day long they wished her Happy Birthday whenever they say her. The efforts that the staff made to make her birthday special were exceptional.
On our last evening, we were celebrating our 25th wedding anniversary. At dinner, we were given a table on the beach, given complimentary champagne, serenaded, and presented with flowers and a complimentary photograph of the evening. 
The staff at the Burj go out of their way to make every moment of your stay perfect. From the moment that you arrive you are treated like royalty, like unpacking your luggage when you arrive and packing it again for you when you leave! Nothing is too much trouble.
A truly memorable stay!","5","2013-04"
"Fading Glory","Stayed in this hotel 7 years ago and although I paid around US$2,000 for a night for a standard room then, I considered it every penny’s worth. Lately when I saw a good deal by a tour offering two-night stay at the Burj, I immediately joined as I wanted to show my mom this beautiful hotel as other family members have stayed there already. Unfortunately, the experience this time showed fading glory of the hotel.

Shortly upon arrival, our tour of 22 guests was told we could not stay in the lobby (as most were busy taking pictures) and we were being led to an empty suite. As our group was from Hong Kong, a butler from China was being arranged to give us briefing in Mandarin. As he spoke really fast and there were so many things to remember (how to operate the various systems by remote controls, what types of souvenirs were complimentary and what not etc.), our group found it difficult to follow and got bored very soon. After we voiced out feedback that we could not understand what he was saying, the butler looked a bit annoyed but repeated everything again. The hotel just assumed we all understood Mandarin instead of English but that might not be the case. As our guide was not staying in this expensive hotel, he could not go beyond the lobby floor and could not do the translation for those guests who could not understand the butler. This arrangement disappointed some guests within our group because if we had checked in individually, a butler would be showing us the room and briefing us personally (in our preferred language), unlike the lecture-like experience we had. Besides seeing many butlers who were on duty being Indians, we learned that as many as probably 5 tours were checking in almost the same time. That might be the reason for the lecture arrangement but this already tarnished the first impression of the hotel for some guests. Due to Ramadan, we noticed the floor mosaic was being maintained on the lobby floor.

As our room this time was a standard twin room, the size was only half the size of my previous 2-bedroom suite (being upgraded from standard room) as there was no dining room or a kitchen. Nevertheless, every inch of the room (especially the mosaic in the bathroom) was well maintained and clean. I noticed the key holder was a simple name card holder, unlike the previous key which had a small torch. The complimentary slippers were also downgraded to just ordinary slippers like any other hotels. The toileteries remained being supplied by Hermes and other complimentary items like beach bags, bottle of red wine, mineral water and a box of candies remained unchanged. The Apple computer in the room was unchanged but when I called the butler desk saying I needed some training for the use of the computer, I had to wait for 30 minutes before a Mandarin speaking butler showed up. Guess it was the language consideration which caused my long wait. 

Nevertheless, there were still positive experiences during the 2-night stay this time. The afternoon snacks were excellent and all staff tried their best to make our stay pleasant. Due to lack of bath mat in the shower, my mom stood on a towel while taking shower to prevent slippery. The towel happened to block the drains and flooded half of the bathroom. Housekeeping immediately came to rescue and the Nepalese lady by the name of Kumari cleaned up the mess very efficiently with a smile and assured us it was not a problem at all. On the last morning of our stay, the hotel offered guests a free tour of the famous Al Mahara (the aquarium) and Al Muntaha (the top) Restaurants. The butler by the name of Hazel who provided the guided tour could speak Cantonese which was very welcomed by our group. Unfortunately due to the heat and haze, we could not see either The Palm or the World from Al Muntaha Restaurant.

Had breakfast in both the Junsui (Far East Asian cuisine) as well as the Bab Al Yam (pool side) Restaurant. Selection of food in Junsui was abundant but it was very busy as several tours came to enjoy breakfast there as a cheaper option to visit the hotel. On the contrary, the pool side restaurant was almost empty as the selection of food might just be 10% of what Junsui offered but the staff there offered excellent services. This restaurant also had fresh honey comb which the Junsui did not have. As breakfast at both restaurants cost the same, the pool side restaurant did not offer value for money comparatively speaking. Also had lunch buffet at Al Iwan Restaurant on the lobby floor. It was rather disappointing because selection of food was not enough and other than appetizers and deserts, majority of the food was local/Middle Eastern dishes. We ended up eating crab legs and prawns to fill up our stomach as there were no other western dishes. I vaguely remember this restaurant offered caviar seven years ago when we ate there. Think it was all about cost cutting as room rates could not be raised too much given competition from newer luxurious hotels and the hotel were accepting more tours’ reservation than before.","4","2013-07"
"One and only Burj Al Arab","This was our 4th stay at this hotel and every time we stayed there it was nothing but a great experience. In our last stay we stayed in a two bed room deluxe suite and my daughters enjoyed their own room and a grand bathroom.

Everything about this hotel is perfect eventhough we had small complaint in our third stay. The management was very quick to resolve the issue and made us go back there again. A seven star hotel with a seven star service, kudos to the management.

I hope we will go to Dubai soon and will definitely chose to stay here again,

If you can afford it experience it and you won't forget the experience. 

I can go on writing about it but to say in one word LUXURY.","5","2012-09"
"Once in a lifetime, absolutely stunning.","I have visited this hotel many times and each time I love it more and more. 

Everywhere you look there is gold, glamour and impressive water features. 

Even just to go and look at the lobby ( which is enormous) is fantastic. 

The restaurant on the top floor is a must do, however please note they are really strict on clothing- make sure you are in trousers and ties gentlemen. 

Even if you just go in during visiting times, it is a great experience not to be missed. 

At night the helicopter pad lights up in various different colours and it is just stunning.","5",
"Best Hotel Ever","We stayed here for 2 nights for our Wedding Anniversary and it far exceeded our expectations.  Everything was perfect.  We were on the 19th floor in room 1902 and we had an amazing view of the Palm and Atlantis hotel.  The infinity indoor pool and jacuzzi were excellent with stunning views.  We ate in Bab Al Yam and it was a very good buffet with plenty of choice.  We also had afternoon tea and cocktails in the Sky View bar both of which were very enjoyable.  The staff were all very courteous and friendly.  Our room was just so perfect and the only complaint I have is that we didn't stay longer.","5","2013-07"
"Dream visit","Perfect stay at the perfect hotel. Had a panoramic room with the most attentive staff and service, unfortunately only for one night.","5",
"Got a dream birthday surprise in a one night stay here.","Thanks to my husband, we spent one night in the Burj..Have to confess the entire experience was a lil daunting at first..there was a butler on hand eager to assist us and the room was simply to die for. We stayed in the Delux ocean suite which had 180 degrees of ocean views..and overall the experience was lovely. I have stayed in hotels before but never have I experienced such eagerness to please the guests. Each person was willing to go out of their way to make our trip memorable and I thoroughly enjoyed. 

The one negative that I would say about this place is the lack of things to do within the hotel. The indoor pool is a lil claustrophobic and the outdoor pool is very small compared to the grandeur of other hotels. Also they have a massage parlour but at 750 dirhams for a one hour massage,..its a one time indulgence. I did not enjoy the restaurant. The food was too bland and exotic for my liking and I found myself missing the usual treats in a Chinese/Thai restaurants.

All in all it is an experience which one should have atleast once in their lives.. :)","4","2013-07"
"First Class Hotel","We recently stayed at the Burj and loved it.  Its Fancy Schamnzy!!! . Skip the Rolls Service to hotel from airport.  ( Windows are way to small to see out and look at the amazing Dubai skyline )

Watch the building of the burj before you go on (Discovery Channel "" building it "" ) and appreciate the architecture that went into building such a wonder.  The staff go out of there way to accommodate your every need and the rooms are Versace Sheik.  ( no Pun intended )  We found the people of Dubai to be very hospitable and friendly and would highly recommend you go.  Must see.... Burj Kalifa, Ski Dubai, Wadi Water Park, Auto Drome.  First class shopping.","5","2013-07"
"A Fine Weekend Break","From the airport pick up to the airport drop off our weekend visit to the hotel was seamless. The Al Mahara and Al Muntaha food was as good as expected and the staff were excellent and very friendly. The pool/pool bar staff were excellent and friendly as were the Skyview Bar crew. The floor concierge/butlers were brilliant - when asked they sorted things without fuss and welcomed us back to the suite often opening the door for us. We stay in excellent hotels around the world that may almost equal the Burj Al Arab, but I cannot think of one that betters it.","5","2013-07"
"Iconic hotel","Iconic 7-star hotel located on a purpose built island.  The external few is slick and attractive with a very rich internal colors and decor.  View from top restaurant is great, food is average","5",
"WORLD CLASS","The best hotel in the world, My with and two children went for one night for my wife's birthday.
It cost £1000 for the one night but it was worth every penny......................
The rooms were over two floors, they were fantastic..
You have your own butler for your stay at the hotel, My boy loved that!!!!!!!!!!!!
Where ever we go now nowhere in the world would beat this hotel.
AAAAA+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++","5","2013-06"
"state of art & luxury !","right from the moment you enter the lobby, ur breath is taken by the creative design, i loved the fish filled walls, as if it is a palace in the bottom of the ocean. 
rooms take you to the colours paradise. furniture very classy. 
we had dinner at AL IWAN resturant. atmosphere was amazing.beautiful oriental interiors. food very good.service very professional and friendly.
spa is another story .... waw !","5","2013-07"
"That is worth the money","We had the opportunity to spend 4 nights there and we had a Panoramic ""One"" bedroom suite. The ""Room"" was gigantic, with combined view of Dubai Marina and the Gulf. We certainly recommend the extra compared to the ""standard"" suites. We enjoyed our stay and we can only commend all the staff for their attentiveness and kindness, even with two young kids who unfortunately do not always behave...","5","2013-06"
"What a treat","We have visited this hotel twice now! First a 2 week holiday and just a 2 night stay.
We always have a 2 bedroomed suite as travel as a family and have always found them to be spotless and all the staff very friendly and helpful. After only 2 nights they always greeted us by name and a pleasant welcome. The food is second to none at breakfast, lunch and dinner. It truly is a treat to stay at this hotel and hope that one day we will be able to return again.","5","2012-08"
"7 star hotel u must be kidding","i have been to lot of hotels, and i had lot of expectations in burj al arab, when i entered every thing look good and felt good but the service was pathetic, no one even bothered to say hi, hello and even at the time of breakfast i asked for tea they served me coffee, and i asked them to change it they looked at me like a pest and the tone of the service personal was like he will kill me right now, if you say that is 7 star.....uff","2","2012-10"
"Kings for the day","Stayed for a week in Dubai and one night at the Burj Al Arab. On arrival we were treated like Royalty, handed scented towels and dates by lovely ladies and were taking to our one bedroom suite by the conceirge. The suite, which was on two floors came with our own personal butler. Our room was enormous, decorated in oppulent gold and blue. The lounge and dining area downstairs had huge sofa's, an enormous TV and was very grand. There was a sweeping  staircase to our bedroom, which had marvellous views of the harbour once the electric curtains were open. Our bathroom was magnificant with marble floors a jacuzzi and lovely Hermes toiletries.
We took advantage of the gym, which was well equiped and the spa, which was very relaxing, again with amazing views from the pool.
Afternoon tea with the accompanyment of a harp was a lovely experience.
Our evening meal at the Al Iwan was superb, with marvellous Arabic flavours, served by multple waiters and assistants. Again breakfast the next morning had so many wonderfull options to chose from
Our stay at The Burj was pure luxury from start to finish and the friendly and couteous staff added to the experience","5","2013-04"
"Absolutely gorgeous if a little bling","Just the most beautiful hotel, great service served with a smile . Our 2 bedroom suite was enormous and supreme confortable with great views. It was very shiny and gold and bling and I felt a little like I had stepped inside Tutankhamen's face mask. fabulos though","5","2013-05"
"SUPERB!!!!","I cannot add wonderful words about this precious hotel, its suites and restaurants everybody else already mentioned! But I would like to underline the marvellous ASSAWAN SPA!!!!! The swimming pool is dream like. The massage experience I got from EGSIN (the massage therapist) was excellent, never got one even close to it before. Very good job!!! The management chose the best staff. Thank you","5","2013-07"
"Excellent stay","Wow!  Have visited.........and now we have stayed and want to stay again and again.  We stayed here in June in a panoramic suite on floor 11 the views are fantastic, the suite out of this world with a sweeping staircase up to the bedroom - but what makes this hotel so special are the the staff they are happy, professional, well groomed and so well trained, and yet still able to have a laugh and a joke.

The hotel is of course spotless, the food service and the facilities next to none.  There are no faults with this hotel, just lots of happy memories.

Floor butlers and room butlers are amazing, well done Basma and your colleagues,we look forward to seeing  you next year.","5","2013-06"
"Overrated Icon","Its over priced, service is pathetic and all that it has to offer is the iconic building. Have stayed here several times and used the restaurants and bars for business. But, there are far better hotels in Dubai that do everything better. Opulent Suites with mirrors on the ceiling. I could hardly sleep over there. If you've had a few drinks its difficult to negotiate back to the room primarily because of the open atrium. I avoid this hotel like the pest. Decor is too confusing but the exterior is great. If you are not living there beware that there is a charge to cross the bridge!","2",
"Luxury and Glamour","We stayed 3 nights in a 2 bedroom suite with our 16 year old son.  The suite was truely enormous and had everything you could desire, including the butler of course!  There are golf buggies to take you everywhere (the waterpark - which was excellent; the beach and other restaurants) but you may want to be dropped back at the pool entrance rather than the front door if you are in beach wear as you may feel rather inappropriately dressed otherwise.  We used the spa and had a good massage - there are seperate saunas and steam rooms for men and women (nothing special) - but women can use the mens pool in addition to their own - and the infinity pool has spectacular architecture and views.    The best bit for us was the beach - you even get a cool box delivered to your sun lounger - such luxury!
The let down was the restaurant booking - if you want to eat inside anywhere you need to book early which we were never told, so spent 3 evenings waiting around while our butler tried to get us into places.  We did eat in the 27th floor restaurant in the hotel - great food and views, but very expensive.    People who stay here are also very smartly dressed even if they are in casual wear at breakfast - you can go sleeveless, but may not want to and no women wear shorts in this hotel.","4","2013-07"
"Iconic place to stay in Dubai","Perhaps because I had such high expectations of this hotel due the wonderful marketing I was slightly let down. Yes the architecture brilliant, yes the rooms luxurious and expansive, but I felt the reception service was not impeccable and this was our first impression. Felt a bit theme-parky when inside. The personal butler staff were great and food was good. The breakfast area seems quite common - its certainly needs some kind of a makeover.  I had a couple of specific complaints but as they were addressed very well I don't need to elaborate. The fact that issues were addressed, leaves me ultimately with a good impression.","3","2013-04"
"BETTER THAN THE LAST TIME","The Burj Al Arab is a magnificent hotel, I have been there many times for many reasons and it is better every time, the staff are lovely, everyone is smiling and the views are fantastic and the food is sumptuous and tasty! 5/5","5","2013-05"
"Perfect place to celebrate our 25th wedding anniversary","We loved this hotel immensely! Stayed 3 nights! From the luxurious decor in the suite - to the helpful butler ... It was an experience we will always treasure.  The meals were amazing and we particularly liked our swim on the private beach - with baby sting ray and fish.  The water was gorgeous and we had such great service from the life guards on the beach.  They supplied us with an Eski full of iced water and fresh towels.  How could we forget meeting 'George' the huge fish in the restaurant ? He was gorgeous and worth travelling so far to see.","5","2013-07"
"Over the top and utterly fantastic","I love everything about the Burj Al Arab. The two level rooms, the decor, the fish tanks beside the escalators, the majic of the whole place and the service is pretty good to.","5",
"Would not fail your expectation","Spent 2 nights at this ""most luxurious hotel in the world"", don't expect it to be the most contemporary hotel, the decor is somewhat classic than hip. The serivce indeed is top notch, you could speak to your butler and they would not fail your request. The bathroom amentites is something every female will fall in love with.","5","2013-05"
"Most amazing experience","We stayed here for our Honeymoon in May 2012.  It was smooth running from the moment we got off the plane.  We were met by staff whisked away by a chauffer, given flowers (at the airport).  They knew our names as soon as we stepped out of the car, given fresh cold towels, tea and coffee.  We were taken to our room to check in and then introduced to our personal butler.  We were given a tour of the hotel and facilities.
The staff were eager to assist with anything - including running a bath, candles and rose petals included along with a cake and bottle of champagne.
Every time we returned to the suite the butler would give us a ""surprise"" including personally embroidered towels to take home, and different gifts on our bed.
There were a number of celebrities staying whilst we were there and when we mentioned it to our butler he responded by saying ""we treat all our guests the same at the Burj"", which isnt something you get in the majority of hotels.  This made us feel very treasured.
Yes it is expensive but it is a once in a life time experience and something to be remembered.  It was a recommendation from a friend and it surpassed every expectation.","5","2013-05"
"As good as ever!","Stayed here for about the tenth time! 
We love the hotel and this year took our 9 month old baby for the first time. The facilities provided by the hotel for Will were fantastic and most of the things that we packed we didn't need! 
Superb staff, excellent service, great food........another fantastic experience. 

Only downside....it seemed that the hotel was very empty.... Whilst it was nice having the pool to ourselves most days, other guests would have improved the atmosphere as it is a little soulless at times... Maybe Jumeirah should review its pricing structure as it is becoming v expensive to stay there relative to other comparable places. 
","5","2013-06"
"Luxury at its best","We stayed there for one night to celebrate my wedding anniversary. They gave excellent service, greeted us like a vip protocol. They gave us early check in at 12 noon and late check out at 4 pm. They also gave us surprise cake and bouqet. The amenities and give aways like full range of hermes products are fabulous. Free unlimited access to private beach and wild wadi was an added advantage. Breakfast buffet was quite impressive. The staff is extra courteous and fully trained especially Rishna was too cooperative. Abra journey to all jumeirah hotels is another enjoyable by all feature. ","5","2013-06"
"decent hotel and remarkable moments","Have you had this feeling where you don't feel like leaving this hotel , well this is one of them , living there is everything you need , decent gym, great food bar lounge , and the location is very convenient   , i would love to stay there again someday .","5","2012-09"
"Worth the experience","What a room! And the service lived up to the 7* reputation. All the food was exceptional, not even a blemish on the fruit in the room. The interior of hotel and room is pure luxury. around every corner something to amaze you. by far the most comfortable bed we have ever slept in, forget about getting up and going shopping.","5","2013-01"
"Wow","OMG could not describe how we felt when we arrived, stepping out of our beautiful white limo into paradise to be greeted by the most beautiful immaculately dressed staff I have ever seen, and as for the suites over looking the sea, spacious elegant opulent need I say more, all the toiletries were Hermes and as for the fruit bowl we could have set up a market stall, every night we got gifts left on our beds (not just chocolates) one night I had a really bad headache and rang the butler (yes your own butler who unpacks for you) he came with a silver tray with red roses and little potions for my head ache wow.
I cannot wait to go back.","5","2012-10"
